0.015309,0.017619,6.4447e-05
0.016595,0.013868,-0.00013836
0.018009,0.01053,-0.00093474
0.019551,0.0075748,-0.0023949
0.021221,0.0049808,-0.0044471
0.023019,0.0027325,-0.0070811
0.02495,0.00082133,-0.010254
0.027015,-0.00075463,-0.013987
0.029219,-0.0019914,-0.018248
0.031568,-0.0028796,-0.023073
0.034067,-0.0034055,-0.028428
0.039702,-0.0037672,-0.031197
0.046017,-0.0039168,-0.034103
0.053065,-0.0038435,-0.037176
0.060901,-0.0035357,-0.040364
0.069579,-0.002982,-0.043693
0.079154,-0.0021706,-0.047109
0.08968,-0.0010901,-0.050634
0.10121,0.00027092,-0.054213
0.1138,0.0019235,-0.057871
0.1275,0.0038781,-0.061552
0.1216,0.0055035,-0.055859
0.11593,0.0071044,-0.051195
0.11049,0.0086812,-0.047378
0.10526,0.010234,-0.044205
0.10023,0.011764,-0.041581
0.095403,0.01327,-0.039376
0.090758,0.014754,-0.037545
0.086292,0.016215,-0.035996
0.082,0.017653,-0.034712
0.077873,0.01907,-0.033625
0.081079,0.013168,-0.035067
0.08441,0.0079452,-0.036605
0.087873,0.0033837,-0.038258
0.091474,-0.00053172,-0.039994
0.09522,-0.0038122,-0.041832
0.099119,-0.0064661,-0.043741
0.10318,-0.0084986,-0.045743
0.10741,-0.009912,-0.047806
0.11182,-0.010706,-0.049952
0.11638,-0.011347,-0.052152
0.11956,-0.011427,-0.037536
0.12277,-0.011572,-0.025727
0.12607,-0.01133,-0.016429
0.12946,-0.010702,-0.0093735
0.13292,-0.0096868,-0.0043752
0.13647,-0.0082846,-0.0012625
0.1401,-0.0064917,9.165e-05
0.14382,-0.004307,0.00055914
0.14761,-0.0017358,0.0024228
0.15147,0.0012261,0.0057625
0.14657,0.0048475,0.003559
0.1418,0.0086989,0.0020179
0.13717,0.012777,0.0010115
0.13267,0.017077,0.00045064
0.1283,0.021597,0.00026184
0.12404,0.026337,0.00016687
0.1199,0.031297,-0.00019161
0.11587,0.036476,-0.0007828
0.11196,0.041873,-0.0015826
0.10815,0.047487,-0.0025656
0.099636,0.036492,-0.0045506
0.091754,0.027146,-0.0067219
0.084451,0.019297,-0.0090086
0.077685,0.012809,-0.01135
0.071415,0.0075597,-0.013722
0.065604,0.0034387,-0.01609
0.060217,0.00034803,-0.01845
0.055222,-0.0017994,-0.020782
0.050589,-0.003079,-0.023092
0.04629,-0.0035557,-0.025365
0.049199,-0.0037084,-0.014425
0.052199,-0.0037836,-0.0068081
0.055292,-0.0037824,-0.002154
0.058476,-0.0037046,-0.00019095
0.061755,-0.0035612,0.00051941
0.065133,-0.0033827,0.0033813
0.068611,-0.0031686,0.008463
0.072192,-0.0029163,0.015664
0.075876,-0.0026234,0.024874
0.079665,-0.0022871,0.036006
0.079408,-0.0019871,0.037009
0.079146,-0.0016804,0.038126
0.078879,-0.0013671,0.039334
0.078606,-0.0010471,0.04064
0.078328,-0.00072052,0.042021
0.078045,-0.00038732,0.043487
0.077758,-4.7487e-05,0.045015
0.077466,0.00029902,0.046617
0.07717,0.0006522,0.04827
0.07687,0.0010121,0.049987
0.077845,-0.00016707,0.068814
0.078848,-0.0013149,0.090208
0.07988,-0.0024296,0.11401
0.08094,-0.0035086,0.14013
0.08203,-0.0045496,0.16842
0.083149,-0.0055496,0.19879
0.084297,-0.0065059,0.23111
0.085474,-0.0074149,0.26531
0.086681,-0.0082737,0.30126
0.087915,-0.0090783,0.33892
0.090441,-0.010205,0.37836
0.09306,-0.0109,0.41839
0.095724,-0.011906,0.45879
0.098417,-0.013433,0.49949
0.10114,-0.015491,0.5403
0.1039,-0.01809,0.58121
0.10668,-0.021239,0.62204
0.1095,-0.024944,0.6628
0.11234,-0.029212,0.70335
0.1152,-0.034047,0.74371
0.12121,-0.027599,0.61114
0.12733,-0.022505,0.50797
0.13355,-0.018545,0.42521
0.13987,-0.015563,0.35738
0.14629,-0.013452,0.30077
0.1528,-0.012126,0.25292
0.15942,-0.011526,0.21204
0.16616,-0.011335,0.17689
0.17307,-0.01068,0.1465
0.18016,-0.0095018,0.1202
0.17295,-0.0085998,0.13125
0.16591,-0.0076574,0.14123
0.15904,-0.0066788,0.15022
0.15233,-0.0056658,0.15834
0.14579,-0.0046226,0.16568
0.13942,-0.0035507,0.17234
0.1332,-0.0024541,0.17839
0.12715,-0.0013337,0.18394
0.12125,-0.00019301,0.18902
0.11552,0.00096755,0.19374
0.12569,0.0024832,0.17346
0.13634,0.0041412,0.15483
0.14748,0.0059453,0.13768
0.15912,0.0079023,0.12188
0.17127,0.010016,0.10731
0.18395,0.012294,0.093902
0.19715,0.014739,0.081565
0.21091,0.017356,0.070248
0.22521,0.020151,0.059885
0.24008,0.023127,0.05044
0.23349,0.027847,0.067431
0.22703,0.032789,0.085551
0.22071,0.037953,0.1046
0.21451,0.043341,0.12444
0.20844,0.048952,0.14498
0.20248,0.054787,0.16617
0.19665,0.060845,0.18796
0.19093,0.067126,0.21033
0.18532,0.07363,0.23326
0.17982,0.080357,0.25674
0.16149,0.078032,0.26438
0.14453,0.075677,0.27133
0.12887,0.073295,0.27766
0.11444,0.070893,0.28348
0.10116,0.068475,0.28882
0.088967,0.066048,0.29376
0.077805,0.063614,0.29832
0.067617,0.061181,0.30255
0.058349,0.05875,0.30646
0.049951,0.056328,0.31009
0.043058,0.045482,0.2472
0.037034,0.036409,0.19819
0.031768,0.028849,0.15934
0.027166,0.022585,0.12819
0.023148,0.01743,0.103
0.019647,0.013226,0.082514
0.016605,0.0098315,0.065799
0.01397,0.0071276,0.05215
0.011694,0.0050068,0.041011
0.0097384,0.0033761,0.031946
0.012066,0.005157,0.028045
0.014732,0.0073542,0.024366
0.017769,0.010006,0.020911
0.021216,0.013156,0.017687
0.025112,0.016849,0.0147
0.029497,0.021133,0.011958
0.034413,0.026059,0.0094677
0.039902,0.031675,0.007237
0.046007,0.038032,0.0052721
0.052771,0.045181,0.0035795
0.051271,0.044111,0.0061167
0.049807,0.043062,0.0090582
0.048377,0.042034,0.012319
0.04698,0.041027,0.015832
0.045614,0.040039,0.019549
