0.082898,0.4222,-0.0035963
0.090667,0.35144,-0.0062017
0.10137,0.28802,-0.0080218
0.11494,0.23136,-0.0089926
0.13131,0.18096,-0.0092413
0.15043,0.13639,-0.0088866
0.17225,0.097291,-0.0080853
0.19677,0.063356,-0.0069415
0.22397,0.034362,-0.0055769
0.25387,0.010148,-0.0040617
0.28648,-0.009381,-0.0024819
0.31445,-0.011528,-0.0067685
0.34441,-0.013789,-0.012779
0.37644,-0.016168,-0.020459
0.41062,-0.018672,-0.029782
0.44699,-0.021308,-0.040656
0.48562,-0.024083,-0.053036
0.52656,-0.027004,-0.066794
0.56983,-0.030078,-0.081872
0.61545,-0.033314,-0.098113
0.66345,-0.036718,-0.11545
0.63333,-0.018037,-0.088913
0.60509,0.0037919,-0.069397
0.57853,0.028708,-0.054215
0.55351,0.056671,-0.041946
0.52989,0.08765,-0.031694
0.50758,0.12163,-0.022965
0.4865,0.15858,-0.015396
0.46658,0.19851,-0.008788
0.44777,0.24142,-0.0029683
0.43001,0.28729,0.0021549
0.46704,0.24,-0.0045482
0.50628,0.19612,-0.01282
0.54774,0.15547,-0.022643
0.59144,0.11787,-0.03404
0.63742,0.083197,-0.046994
0.6857,0.051333,-0.061531
0.73631,0.022189,-0.077623
0.78927,-0.004311,-0.095298
0.84462,-0.02823,-0.11452
0.90237,-0.049623,-0.13532
0.88275,-0.038959,-0.10755
0.8638,-0.027607,-0.087661
0.84541,-0.015683,-0.072549
0.82751,-0.0032708,-0.060593
0.81005,0.0095655,-0.050816
0.793,0.022774,-0.042671
0.77633,0.03631,-0.035769
0.76003,0.050139,-0.029883
0.74407,0.064226,-0.02482
0.72846,0.078546,-0.020467
0.7154,0.10549,-0.016577
0.70278,0.13395,-0.0095167
0.69064,0.16392,-0.0008351
0.67902,0.19541,0.0084024
0.66792,0.22839,0.017523
0.65735,0.26285,0.026079
0.64732,0.29877,0.033791
0.63781,0.33615,0.040461
0.62883,0.37497,0.045959
0.62037,0.41522,0.05018
0.57433,0.35246,0.043223
0.53183,0.29785,0.03528
0.49253,0.25032,0.02682
0.45611,0.20895,0.018047
0.42232,0.17298,0.0090787
0.39095,0.14176,-2.1388e-05
0.36179,0.11474,-0.0092004
0.33468,0.091443,-0.018428
0.30945,0.071466,-0.027672
0.28597,0.054447,-0.036917
0.31029,0.046239,-0.01474
0.3363,0.038235,0.0004965
0.36382,0.030345,0.011301
0.39279,0.022508,0.019247
0.42313,0.014681,0.02535
0.45481,0.0068345,0.030278
0.48781,-0.0010562,0.034474
0.5221,-0.0090088,0.038234
0.55768,-0.017038,0.041761
0.59455,-0.025154,0.04519
0.60872,-0.023359,0.046449
0.62302,-0.021463,0.047973
0.63743,-0.019467,0.049802
0.65195,-0.017371,0.051877
0.6666,-0.015168,0.05412
0.68136,-0.012855,0.056464
0.69623,-0.010429,0.058863
0.71122,-0.0078878,0.061284
