x,y,z
0.051512993666672,-0.00210053552073,-0.065129057530086
0.051608103661356,-0.004400664723506,-0.099149392588476
0.051911440892502,-0.005195870963327,-0.139379826404229
0.052286689096427,-0.006032499815412,-0.185332793271298
0.052587534723763,-0.008593072339648,-0.2369329014796
0.052813009661196,-0.013022412713917,-0.29354244794468
0.052956517990808,-0.019470029444953,-0.354939841497869
0.053007985212608,-0.028080353173283,-0.420301136612756
0.052954311066326,-0.038993501845477,-0.489386895473734
0.052780518249145,-0.052338116938239,-0.561328206611683
0.052471066791954,-0.068227393449613,-0.63600148353986
0.072984888771052,-0.062585164990235,-0.683625925602375
0.096649862082555,-0.057742069514453,-0.733080910503865
0.123614941425235,-0.053735090100025,-0.783695117126565
0.154027645812545,-0.050611249015115,-0.835624001402093
0.188032570154994,-0.04842161129562,-0.888159669868982
0.225764836773554,-0.047222549285178,-0.941455470187794
0.267349506942068,-0.047070458630967,-0.994767129154039
0.312896447558596,-0.048023387385093,-1.04824453495704
0.362500211456166,-0.050136335426951,-1.1011168411888
0.416236454401771,-0.053463290861369,-1.15353634406483
0.381574336937441,-0.048235127299875,-1.06102283159156
0.349655670849842,-0.043636182283947,-0.996440606960119
0.320146786487314,-0.039578791759021,-0.948239396508316
0.292804123537651,-0.035996978099112,-0.91086383754528
0.267431588061919,-0.032835809774073,-0.880489020821241
0.243871075021902,-0.030051652439472,-0.855427278217684
0.221983890887406,-0.027605728704658,-0.833994890162517
0.201654359691964,-0.025461010585033,-0.815682538671755
0.182800478013277,-0.023390607228998,-0.799546302227283
0.165341422429269,-0.021300430660626,-0.785496057244182
0.180403515397785,-0.024295810280916,-0.784772034608735
0.195898240474121,-0.029156388970944,-0.783174561746153
0.211742404412703,-0.036561560241713,-0.780566472230561
0.227944313206729,-0.04649949561266,-0.777381046916083
0.24450625749685,-0.058961978936386,-0.773423385177967
0.261430742555421,-0.073946269709639,-0.76906080185389
0.278713696845655,-0.091448700584539,-0.764076900898557
0.296351098200858,-0.111466901298761,-0.758798817770456
0.314332142154663,-0.133994185658407,-0.753007122714543
0.332646156513893,-0.159022243771776,-0.747002025953743
0.328719700102942,-0.143951322971817,-0.644626100620491
0.325044986722375,-0.130753072497342,-0.564703250381999
0.32152580757435,-0.119169633775434,-0.499516228884632
0.318109605457666,-0.10900318672192,-0.444911438352667
0.314761934245914,-0.100092189004945,-0.398020753743287
0.311463013654842,-0.092304608574005,-0.357260858608165
0.308197378508426,-0.085527293991105,-0.321281297846898
0.304956051627395,-0.079664868430612,-0.289371023079856
0.301730533514503,-0.074633442347778,-0.260766126945211
0.298515863988524,-0.070361112407107,-0.235104003170418
0.285234418399774,-0.06480603736298,-0.273196277194298
0.272385188679361,-0.059993761121955,-0.307487142828282
0.25995769226193,-0.055880696490859,-0.338511442829461
0.247943935900624,-0.052428058917591,-0.366999662789217
0.236332380701393,-0.049598065708877,-0.39335989534056
0.225113094268368,-0.047357667082433,-0.418142010008262
0.214272139249263,-0.045674252842302,-0.441566665671853
0.203842760352407,-0.044305378107101,-0.464020809496425
0.193951583040653,-0.042564387081676,-0.485592300600293
0.184596687971512,-0.04042662242247,-0.50655772223609
0.168951892564962,-0.039980233207031,-0.571828514245052
0.153897722924444,-0.041903741049924,-0.635219265826033
0.138626564034761,-0.049296232710695,-0.69700244945909
0.123039507172085,-0.062086176866244,-0.757603762932718
0.107034963025161,-0.080271818704339,-0.817103319730433
0.090520060449036,-0.103909153595475,-0.875757560401953
0.073401464387449,-0.133086093637607,-0.933504988578887
0.055597185573861,-0.167913895016625,-0.990492224752236
0.037025983984752,-0.20850440661173,-1.04656947543477
0.017619373425979,-0.254966318458987,-1.10181113784972
0.009800439227563,-0.24315776458989,-0.835916215676169
0.004181590191504,-0.233348630859157,-0.648607276807674
-0.000152605354274,-0.224909035698363,-0.508594769058422
-0.003657815968291,-0.217488963829715,-0.399964527405629
-0.006589097277079,-0.21086798353575,-0.313536643464385
-0.00909513867314,-0.204900071232025,-0.243771241910856
-0.011271687086656,-0.19947918279922,-0.186946411437696
-0.0131793029643,-0.194527673496568,-0.140581624309159
-0.01486096923552,-0.189984136090161,-0.10282337542205
-0.016345096331797,-0.185800679927822,-0.07235274619868
-0.015862545659204,-0.190461590845018,-0.080405513615762
-0.01541604277669,-0.195168574172475,-0.086960675122923
-0.015006716151745,-0.199921775548707,-0.092121184104386
-0.014632256273536,-0.204723215660658,-0.096077533502569
-0.01429049486221,-0.209574998531977,-0.098986495096678
-0.013977578994601,-0.214480213028885,-0.10104684952444
-0.013690911915322,-0.219441372945818,-0.102398778734877
-0.013427049828857,-0.224461529645544,-0.103207027755583
-0.013184078599019,-0.229542934322251,-0.103576174067011
-0.012959769122269,-0.23468815111209,-0.103627930096663
-0.019071907475158,-0.243805756538679,-0.069660757597961
-0.024969935700242,-0.253268864182199,-0.044179345806268
-0.030737409319755,-0.263041711211882,-0.025231555944261
-0.036433301380817,-0.273098998533925,-0.011463068831129
-0.042101365265013,-0.283421810713316,-0.001875578431706
-0.047774533558414,-0.293995103325727,0.00426468303543
-0.053478575910338,-0.304806662172036,0.007527009449806
-0.05924345655685,-0.31583913251128,0.008527127956508
-0.065241053009025,-0.32697527937631,0.010467996783477
-0.071523246785691,-0.338175481777034,0.014211618332205
-0.081067817219952,-0.372140866824729,0.030772492638331
-0.091908574644763,-0.407869457083418,0.055749954000594
-0.104004839820266,-0.445418844298233,0.087513000176
-0.117321555643914,-0.484808330477179,0.12475184200039
-0.131827627559317,-0.526025804264874,0.166429378611227
-0.147492701837685,-0.569034003107099,0.211684186596413
-0.164286257384899,-0.613776085330596,0.259799302238659
-0.182173909710323,-0.660180951108697,0.310119239049622
-0.201118400786812,-0.708167153340621,0.362047225610366
-0.22107638719316,-0.757646897967225,0.41499059436879
-0.165714036857996,-0.69110340517538,0.198286176111263
-0.120495464089748,-0.629251282119348,0.092797295346613
-0.081354593960867,-0.572735350711523,0.04275483905264
-0.046453338855948,-0.521351662772679,0.025143675543382
-0.014233713100573,-0.475156438196618,0.020109019357728
0.017221806420288,-0.434819706313363,0.001862874238024
0.047995989897758,-0.39971624506546,-0.027512674517507
0.078101900291138,-0.369298388522746,-0.065584045250492
0.107564860770288,-0.343133547965831,-0.110655817871597
0.136410619042236,-0.320874768009375,-0.161489258958935
0.13922003849062,-0.305150040334576,-0.123196040131799
0.142733413647872,-0.291064207519821,-0.097167568064897
0.146626019148006,-0.278270954104276,-0.078451324293296
0.1507166203671,-0.266559227347339,-0.064301805730409
0.154899608392686,-0.255790798894277,-0.05312197534689
0.159110236311533,-0.245869063252633,-0.043942481655213
0.163307952257915,-0.236722822631965,-0.036160283551253
0.167466120956609,-0.228296978134324,-0.029385622236855
0.171567011204071,-0.22054725903922,-0.023366528586431
0.175598229598922,-0.213436883228205,-0.017931084062249
0.208051311486511,-0.213684785300638,-0.028979853813974
0.240743786784492,-0.216644812974988,-0.039644302471042
0.27367407351433,-0.222301420818205,-0.049802925881042
0.306838901695686,-0.230655521782198,-0.059411874458598
0.340231188649988,-0.241719095064433,-0.06847957238385
0.373838324799617,-0.255510165108246,-0.077024032581324
0.407642160479429,-0.272050321750552,-0.085079962314502
0.441618038516923,-0.291360789220833,-0.092667196949723
0.475735838834528,-0.313461675665974,-0.099811592908968
0.509959095049206,-0.338368404396879,-0.106515143158041
0.492268751994666,-0.329104551605169,-0.064197319541377
0.476633493362152,-0.320594710914886,-0.033976449352736
0.462671190788024,-0.312418130423602,-0.011500573947568
0.450121132024926,-0.304377990355467,0.005685687711151
0.438811575615816,-0.296359332058297,0.019032316707068
0.428625094878039,-0.288292859055937,0.029427705549004
0.419472033129973,-0.280134912445461,0.037460874404681
0.411284230315305,-0.271858329719721,0.043537735248238
0.40400424379996,-0.263444276231007,0.047943478678837
0.397587472793284,-0.254881312077325,0.050886944623806
0.356541099222064,-0.223650010003136,0.04810845208638
0.320067937270488,-0.194984787297048,0.043987989709781
0.287653131716597,-0.16857122609799,0.039430827257316
0.25873904358645,-0.14399681571022,0.03656291494571
0.232977883801404,-0.121074655912081,0.035362013463104
0.210071809206631,-0.099651252665005,0.035682590504147
0.189752508996694,-0.079586650850922,0.037399613966763
0.171782093841268,-0.060756383148917,0.040409936849298
0.155947218797284,-0.043047826026544,0.044616396533386
0.142059579421173,-0.026361833499725,0.049941694003418
0.120533902324462,-0.038543116578522,0.020710485947186
0.101856271714592,-0.045339435417609,0.012486169471367
0.08667305011022,-0.049446367357913,0.005645377540021
0.075133536956003,-0.052452322635561,-0.010402042449559
0.066567241126857,-0.054426344726774,-0.03329912438893
0.060521664287012,-0.055414809625363,-0.061717121421324
0.056713251923644,-0.055427205231529,-0.094946458669986
0.053435075164683,-0.056122281315401,-0.132544305110409
0.049112930043239,-0.05902142079399,-0.174274999244671
0.043585448140164,-0.064126244969149,-0.220013204516181
0.058704870474642,-0.07058117768692,-0.221371631995898
0.073628784973606,-0.080845351594741,-0.223207670694553
0.088512416615332,-0.094975506439747,-0.225407751226771
0.106234279025451,-0.110313588318666,-0.227990534646707
0.128191284465738,-0.125851495550435,-0.230956627595535
0.154730606841315,-0.141681054058153,-0.234261727924458
0.186208764515152,-0.157897428465019,-0.237882482655519
0.222976004010402,-0.174591526880984,-0.241775173427583
0.265364237623452,-0.1918645279583,-0.245889812804909
0.313676320862991,-0.209819441901929,-0.25015276749106
0.306149733324733,-0.204512293001045,-0.199840147974749
0.299754391382094,-0.200521058482077,-0.161973527543333
0.29416195062408,-0.197394758875037,-0.132316468012227
0.289171580302602,-0.194861042614518,-0.108326443698721
0.284654246598822,-0.192752851884323,-0.088415939102473
0.280523765021883,-0.190961075791576,-0.07156555015474
0.276719994932473,-0.189414208094515,-0.057090193874048
0.27319965094383,-0.188062316257523,-0.044528625819648
0.269930287319017,-0.186870762079113,-0.033549456079568
0.2668868742969,-0.185813653854249,-0.023921196296131
0.244778036901897,-0.192397575115466,-0.057144036602642
0.225289059109529,-0.197353577428251,-0.091031122487504
0.208131926896901,-0.200770254613022,-0.124723711073841
0.193089088437836,-0.202757902067959,-0.157893135273484
